leaid,locale,locale2
3416170,41,Rural
3416200,21,Suburban
3416230,21,Suburban
3416260,21,Suburban
3416290,13,City
3416320,31,Town
3416350,21,Suburban
3416380,21,Suburban
3416400,21,Suburban
3416440,41,Rural
3416470,21,Suburban
3416500,21,Suburban
3416530,41,Rural
3416560,21,Suburban
3416590,41,Rural
3416620,21,Suburban
3416650,22,Suburban
3416680,22,Suburban
3416710,41,Rural
3416740,21,Suburban
3416800,13,City
3416830,21,Suburban
3416860,21,Suburban
3416870,41,Rural
3416890,21,Suburban
3416920,21,Suburban
3416950,21,Suburban
3416970,31,Town
3416980,21,Suburban
3417010,31,Town
3417070,21,Suburban
3417100,21,Suburban
3417130,21,Suburban
3417160,31,Town
3417190,21,Suburban
3417220,21,Suburban
3417250,21,Suburban
3417280,21,Suburban
3417310,21,Suburban
3417340,21,Suburban
3417400,23,Suburban
3417430,21,Suburban
3417460,21,Suburban
3417490,21,Suburban
3417500,21,Suburban
3417520,41,Rural
3417550,41,Rural
3417580,21,Suburban
3417610,21,Suburban
3417640,21,Suburban
3417700,23,Suburban
3417730,41,Rural
3417760,21,Suburban
3417790,21,Suburban
3417820,21,Suburban
3417850,41,Rural
3417880,21,Suburban
3417910,31,Town
3417920,31,Town
3417940,23,Suburban
3417970,23,Suburban
3418000,21,Suburban
3418030,21,Suburban
3418040,21,Suburban
3418060,41,Rural
3418090,41,Rural
3418120,21,Suburban
3418150,21,Suburban
3418180,21,Suburban
3418210,21,Suburban
3418240,42,Rural
3418270,21,Suburban
3418300,21,Suburban
3418330,31,Town
3418360,21,Suburban
3480180,21,Suburban
3480200,21,Suburban
3480240,41,Rural
3480260,21,Suburban
3480280,21,Suburban
3480300,21,Suburban
3480320,41,Rural
3480340,21,Suburban
3480360,41,Rural
3480361,31,Town
3480362,41,Rural
3480363,21,Suburban
3480364,21,Suburban
3500001,43,Rural
3500010,21,Suburban
3500011,21,Suburban
3500012,41,Rural
3500013,33,Town
3500014,13,City
3500015,21,Suburban
3500016,11,City
3500030,33,Town
3500060,11,City
3500090,43,Rural
3500106,21,Suburban
3500107,11,City
3500108,11,City
3500109,11,City
3500110,21,Suburban
3500111,11,City
3500112,23,Suburban
3500116,12,City
3500117,11,City
3500118,33,Town
3500119,13,City
3500120,33,Town
3500121,11,City
3500122,11,City
3500123,11,City
3500124,11,City
3500125,23,Suburban
3500126,21,Suburban
3500127,33,Town
3500128,11,City
3500129,11,City
3500130,11,City
3500131,11,City
3500134,11,City
3500135,11,City
3500136,11,City
3500137,11,City
3500138,33,Town
3500141,12,City
3500142,11,City
3500143,43,Rural
3500148,11,City
3500150,31,Town
3500151,41,Rural
3500152,42,Rural
3500153,32,Town
3500154,11,City
3500155,32,Town
3500156,12,City
3500158,42,Rural
3500160,13,City
3500161,21,Suburban
3500162,11,City
3500163,33,Town
3500164,32,Town
3500166,12,City
3500167,11,City
3500168,12,City
3500169,11,City
3500170,13,City
3500171,41,Rural
3500172,21,Suburban
3500173,13,City
3500174,43,Rural
3500175,32,Town
3500176,43,Rural
3500177,33,Town
3500178,11,City
3500179,33,Town
3500180,41,Rural
3500181,11,City
3500182,11,City
3500183,11,City
3500210,21,Suburban
3500240,31,Town
3500270,43,Rural
3500300,33,Town
3500330,43,Rural
3500390,41,Rural
3500420,43,Rural
3500480,43,Rural
3500510,43,Rural
3500540,43,Rural
3500570,33,Town
3500600,33,Town
3500630,43,Rural
3500660,43,Rural
3500690,33,Town
3500720,43,Rural
3500750,42,Rural
3500790,43,Rural
3500810,43,Rural
3500840,43,Rural
3500900,41,Rural
3500930,43,Rural
3500960,33,Town
3500990,13,City
3501020,43,Rural
3501050,43,Rural
3501080,41,Rural
3501110,43,Rural
3501140,43,Rural
3501170,33,Town
3501200,43,Rural
3501230,43,Rural
3501260,33,Town
3501290,43,Rural
3501320,43,Rural
3501350,43,Rural
3501380,43,Rural
3501410,42,Rural
3501470,42,Rural
3501500,12,City
3501530,33,Town
3501560,33,Town
3501590,43,Rural
3501620,43,Rural
3501650,32,Town
3501680,23,Suburban
3501710,42,Rural
3501740,33,Town
3501770,43,Rural
3501800,43,Rural
3501830,43,Rural
3501860,43,Rural
3501890,42,Rural
3501920,43,Rural
3501950,43,Rural
3501980,43,Rural
3502010,42,Rural
3502040,43,Rural
3502070,41,Rural
3502100,33,Town
3502130,43,Rural
3502160,43,Rural
3502190,33,Town
3502220,43,Rural
3502250,33,Town
3502280,43,Rural
3502310,41,Rural
3502340,43,Rural
3502370,13,City
3502400,33,Town
3502430,33,Town
3502460,33,Town
3502490,43,Rural
3502520,33,Town
3502550,43,Rural
3502580,42,Rural
3502610,33,Town
3502640,33,Town
3502670,33,Town
3502730,43,Rural
3502800,33,Town
3600001,42,Rural
3600002,41,Rural
3600003,43,Rural
3600004,21,Suburban
3600005,42,Rural
3600006,42,Rural
3600007,43,Rural
3600008,21,Suburban
3600009,42,Rural
3600010,32,Town
3600011,42,Rural
3600012,42,Rural
3600013,32,Town
3600014,32,Town
3600015,41,Rural
3600016,41,Rural
3600017,42,Rural
3600018,42,Rural
3600019,42,Rural
3600020,42,Rural
3600021,21,Suburban
3600023,42,Rural
3600024,42,Rural
3600025,21,Suburban
3600026,12,City
3600029,12,City
3600030,21,Suburban
3600032,13,City
3600033,13,City
3600035,11,City
3600036,11,City
3600038,11,City
3600039,11,City
3600042,11,City
3600045,11,City
3600046,11,City
3600047,11,City
3600048,11,City
3600049,11,City
3600053,11,City
3600054,11,City
3600055,11,City
3600057,11,City
3600059,11,City
3600060,41,Rural
3600061,11,City
3600063,11,City
3600066,11,City
3600067,21,Suburban
3600068,11,City
3600070,12,City
3600071,11,City
3600073,11,City
3600076,11,City
3600077,11,City
3600078,11,City
3600079,11,City
3600080,11,City
3600081,11,City
3600082,11,City
3600083,11,City
3600084,11,City
3600085,11,City
3600086,11,City
3600087,11,City
3600088,11,City
3600089,11,City
3600090,11,City
3600091,11,City
3600092,11,City
3600094,11,City
3600095,11,City
3600096,11,City
3600097,11,City
3600098,11,City
3600099,11,City
3600100,11,City
3600101,11,City
3600102,11,City
3600103,11,City
3600104,12,City
3600105,11,City
3600106,11,City
3600107,11,City
3600108,11,City
3600109,11,City
3600110,11,City
3600111,11,City
3600112,11,City
3600113,11,City
3600114,11,City
3600115,11,City
3600116,11,City
3600118,11,City
3600119,11,City
3600120,11,City
3600121,11,City
3600122,11,City
3600123,11,City
3600124,41,Rural
3600125,21,Suburban
3600126,13,City
3600127,11,City
3600128,13,City
3600131,41,Rural
3600132,11,City
3600133,32,Town
3600134,12,City
3600135,11,City
3600136,11,City
3600137,11,City
3600138,11,City
3600139,11,City
3600140,11,City
3600141,11,City
3600142,11,City
3600143,11,City
3600144,11,City
3600145,11,City
3600146,11,City
3600147,11,City
3600148,11,City
3600149,11,City
3600150,11,City
3600151,11,City
3600152,11,City
3600153,11,City
3600154,31,Town
3600155,21,Suburban
3600157,11,City
3600158,11,City
3600159,11,City
3600160,11,City
3600161,11,City
3600162,13,City
3600163,11,City
3600164,21,Suburban
3600165,11,City
3600166,11,City
3600167,11,City
3600169,11,City
3600170,11,City
3600172,11,City
3600173,12,City
3600943,11,City
3600944,11,City
3600945,13,City
3600946,13,City
3600947,41,Rural
3600948,11,City
3600949,11,City
3600950,12,City
3600952,11,City
3600953,11,City
3600954,11,City
3600955,11,City
3600956,11,City
3600957,11,City
3600958,11,City
3600959,11,City
3600960,11,City
3600961,11,City
3600962,11,City
3600963,11,City
3600964,11,City
3600965,11,City
3600966,11,City
3600967,11,City
3600968,11,City
3600969,11,City
3600970,11,City
3600984,11,City
3600986,11,City
3600987,11,City
3600988,21,Suburban
3600989,11,City
3600990,13,City
3600991,11,City
3600992,13,City
3600993,11,City
3600994,11,City
3600995,11,City
3600996,11,City
3600997,21,Suburban
3600998,11,City
3601000,11,City
3601001,11,City
3601002,11,City
3601003,11,City
3601004,11,City
3601005,11,City
3601006,13,City
3601008,12,City
3601009,11,City
3601010,11,City
3601011,11,City
3601012,11,City
3601013,11,City
3601014,11,City
3601015,11,City
3601016,11,City
3601017,11,City
3601018,11,City
3601019,11,City
3601022,11,City
3601023,11,City
3601024,11,City
3601025,11,City
3601027,11,City
3601028,11,City
3601029,11,City
3601030,11,City
3601031,11,City
3601032,11,City
3601033,11,City
3601034,11,City
3601035,11,City
3601036,11,City
3601039,11,City
3601040,12,City
3601041,11,City
3601042,11,City
3601043,11,City
3601044,11,City
3601046,21,Suburban
3601047,11,City
3601048,11,City
3601049,11,City
3601050,11,City
3601051,21,Suburban
3601052,11,City
3601053,11,City
3601054,11,City
3601055,11,City
3601056,11,City
3601057,11,City
3601058,11,City
3601059,11,City
3601060,11,City
3601061,11,City
3601062,11,City
3601063,11,City
3601064,11,City
3601065,11,City
3601066,11,City
3601067,11,City
3601069,11,City
3601070,11,City
3601071,11,City
3601072,11,City
3601073,11,City
3601074,11,City
3601075,11,City
3601076,11,City
3601077,11,City
3601078,11,City
3601079,11,City
3601080,12,City
3601082,11,City
3601083,11,City
3601084,13,City
3601085,11,City
3601086,11,City
3601087,31,Town
3601088,11,City
3601089,11,City
3601090,11,City
3601091,11,City
3601092,11,City
3601093,11,City
3601094,11,City
3601095,11,City
3601096,11,City
3601097,11,City
3601098,11,City
3601099,11,City
3601100,11,City
3601101,11,City
3601102,11,City
3601103,11,City
3601104,21,Suburban
3601105,11,City
3601106,11,City
3601107,42,Rural
3601108,11,City
3601109,11,City
3601110,11,City
3601111,11,City
3601112,11,City
3601113,21,Suburban
3601114,11,City
3601115,11,City
3601116,11,City
3601117,12,City
3601118,11,City
3601119,11,City
3601120,11,City
3601121,11,City
3601122,11,City
3601123,11,City
3601124,11,City
3601125,11,City
3601126,12,City
3601127,11,City
3601128,13,City
3601129,11,City
3601130,11,City
3601131,11,City
3601132,11,City
3601133,11,City
3601134,11,City
3601135,11,City
3601136,11,City
3601137,11,City
3601138,11,City
3601139,11,City
3601140,11,City
3601141,11,City
3601142,11,City
3601143,11,City
3601144,11,City
3601145,11,City
3601146,11,City
3601147,11,City
3601148,11,City
3601149,11,City
3601150,11,City
3601151,11,City
3601152,11,City
3601153,12,City
3601154,11,City
3601155,11,City
3601156,11,City
3601157,11,City
3601158,11,City
3601159,11,City
3601160,11,City
3601161,11,City
3601162,11,City
3601163,11,City
3601164,11,City
3601165,11,City
3601166,11,City
3601167,11,City
3601168,12,City
3601169,21,Suburban
3601170,11,City
3601171,11,City
3601172,11,City
3601173,11,City
3601174,12,City
3601175,11,City
3601176,11,City
3601177,11,City
3601178,11,City
3601179,11,City
3601180,11,City
3601181,12,City
3601182,11,City
3601183,11,City
3601184,11,City
3601185,11,City
3601186,11,City
3601187,11,City
3602300,21,Suburban
3602310,13,City
3602340,41,Rural
3602370,42,Rural
3602400,42,Rural
3602430,31,Town
3602460,13,City
3602520,32,Town
3602550,41,Rural
3602580,32,Town
3602670,42,Rural
3602700,41,Rural
3602730,42,Rural
3602820,42,Rural
3602880,31,Town
3602920,21,Suburban
3602940,21,Suburban
3602970,31,Town
3603000,42,Rural
3603030,42,Rural
3603060,43,Rural
3603180,21,Suburban
3603210,41,Rural
3603240,33,Town
3603270,41,Rural
3603420,41,Rural
3603480,32,Town
3603630,42,Rural
3603660,31,Town
3603720,21,Suburban
3603810,42,Rural
3603840,21,Suburban
3603870,21,Suburban
3603930,23,Suburban
3603960,42,Rural
3603990,32,Town
3604050,32,Town
3604080,21,Suburban
3604110,21,Suburban
3604140,21,Suburban
3604200,42,Rural
3604290,42,Rural
3604350,43,Rural
3604370,42,Rural
3604410,21,Suburban
3604530,41,Rural
3604590,32,Town
3604620,42,Rural
3604650,42,Rural
3604710,21,Suburban
3604740,21,Suburban
3604757,42,Rural
3604758,21,Suburban
3604870,13,City
3604920,41,Rural
3605010,42,Rural
3605040,42,Rural
3605220,42,Rural
3605280,21,Suburban
3605310,41,Rural
3605340,21,Suburban
3605370,41,Rural
3605460,21,Suburban
3605520,41,Rural
3605580,31,Town
3605610,42,Rural
3605640,21,Suburban
3605670,42,Rural
3605820,42,Rural
3605850,11,City
3605940,21,Suburban
3606060,41,Rural
3606090,42,Rural
3606160,42,Rural
3606180,41,Rural
3606210,42,Rural
3606240,42,Rural
3606300,32,Town
3606330,21,Suburban
3606360,42,Rural
3606390,41,Rural
3606420,42,Rural
3606470,41,Rural
3606500,21,Suburban
3606540,21,Suburban
3606570,21,Suburban
3606630,41,Rural
3606660,42,Rural
3606690,42,Rural
3606720,31,Town
3606780,31,Town
3606840,21,Suburban
3606870,21,Suburban
3606900,21,Suburban
3606990,21,Suburban
3607020,21,Suburban
3607050,42,Rural
3607080,43,Rural
3607110,42,Rural
3607170,42,Rural
3607230,13,City
3607260,22,Suburban
3607290,22,Suburban
3607320,21,Suburban
3607380,41,Rural
3607440,43,Rural
3607470,41,Rural
3607530,41,Rural
3607560,42,Rural
3607590,21,Suburban
3607650,42,Rural
3607680,13,City
3607710,43,Rural
3607770,22,Suburban
3607860,42,Rural
3607890,42,Rural
3607980,21,Suburban
3608010,21,Suburban
3608100,42,Rural
3608130,21,Suburban
3608160,21,Suburban
3608250,42,Rural
3608280,42,Rural
3608310,21,Suburban
3608340,42,Rural
3608370,31,Town
3608400,31,Town
3608430,21,Suburban
3608460,32,Town
3608470,21,Suburban
3608490,32,Town
3608580,21,Suburban
3608610,42,Rural
3608790,32,Town
3608850,42,Rural
3608880,21,Suburban
3608910,41,Rural
3608970,32,Town
3609030,21,Suburban
3609060,42,Rural
3609090,21,Suburban
3609120,21,Suburban
3609210,41,Rural
3609240,42,Rural
3609330,41,Rural
3609360,42,Rural
3609390,42,Rural
3609420,32,Town
3609540,31,Town
3609630,21,Suburban
3609660,41,Rural
3609690,21,Suburban
3609720,21,Suburban
3609840,21,Suburban
3609870,21,Suburban
3609900,21,Suburban
3609930,21,Suburban
3609960,21,Suburban
3609990,41,Rural
3610050,21,Suburban
3610080,21,Suburban
3610140,21,Suburban
3610170,41,Rural
3610200,21,Suburban
3610230,42,Rural
3610260,42,Rural
3610380,42,Rural
3610410,42,Rural
3610440,42,Rural
3610500,32,Town
3610530,42,Rural
3610560,13,City
3610590,23,Suburban
3610620,21,Suburban
3610650,21,Suburban
3610680,21,Suburban
3610710,22,Suburban
3610860,42,Rural
3610890,21,Suburban
3610920,32,Town
3610950,32,Town
3610980,21,Suburban
3611070,43,Rural
3611100,41,Rural
3611160,21,Suburban
3611190,41,Rural
3611250,42,Rural
3611280,42,Rural
3611310,23,Suburban
3611370,41,Rural
3611400,31,Town
3611430,42,Rural
3611460,21,Suburban
3611490,42,Rural
3611520,32,Town
3611550,21,Suburban
3611610,42,Rural
3611640,42,Rural
3611670,21,Suburban
3611700,32,Town
3611730,41,Rural
3611740,41,Rural
3611760,21,Suburban
3611860,41,Rural
3611880,21,Suburban
3611910,23,Suburban
3611940,32,Town
3611970,32,Town
3612030,41,Rural
3612120,43,Rural
3612180,21,Suburban
3612240,13,City
3612270,32,Town
3612300,41,Rural
3612330,23,Suburban
3612360,32,Town
3612390,41,Rural
3612400,21,Suburban
3612450,32,Town
3612510,21,Suburban
3612630,21,Suburban
3612660,21,Suburban
3612720,21,Suburban
3612750,42,Rural
3612840,31,Town
3612870,42,Rural
3612900,31,Town
3612960,41,Rural
3612990,41,Rural
3613020,42,Rural
3613080,21,Suburban
3613110,41,Rural
3613230,31,Town
3613290,21,Suburban
3613350,21,Suburban
3613380,32,Town
3613440,42,Rural
3613470,42,Rural
3613530,21,Suburban
3613560,42,Rural
3613590,42,Rural
3613620,21,Suburban
3613710,42,Rural
3613740,21,Suburban
3613770,42,Rural
3613830,42,Rural
3613950,21,Suburban
3613980,21,Suburban
3614010,21,Suburban
3614070,21,Suburban
3614130,21,Suburban
3614190,21,Suburban
3614220,31,Town
3614250,42,Rural
3614280,21,Suburban
3614310,42,Rural
3614340,21,Suburban
3614400,21,Suburban
3614430,31,Town
3614460,21,Suburban
3614490,33,Town
3614550,42,Rural
3614580,42,Rural
3614610,31,Town
3614640,32,Town
3614670,42,Rural
3614700,31,Town
3614730,41,Rural
3614760,41,Rural
3614820,33,Town
3614850,23,Suburban
3614880,41,Rural
3614940,32,Town
3614970,23,Suburban
3615030,41,Rural
3615060,42,Rural
3615090,21,Suburban
3615180,41,Rural
3615210,41,Rural
3615270,43,Rural
3615300,41,Rural
3615330,43,Rural
3615360,41,Rural
3615390,21,Suburban
3615420,21,Suburban
3615450,21,Suburban
3615480,21,Suburban
3615510,21,Suburban
3615540,21,Suburban
3615570,13,City
3615630,32,Town
3615720,43,Rural
3615780,21,Suburban
3615810,21,Suburban
3615870,42,Rural
3615900,22,Suburban
3615980,32,Town
3615990,42,Rural
3616080,21,Suburban
3616140,43,Rural
3616170,42,Rural
3616200,42,Rural
3616230,21,Suburban
3616260,21,Suburban
3616290,13,City
3616380,42,Rural
3616410,41,Rural
3616440,21,Suburban
3616470,23,Suburban
3616500,33,Town
3616530,43,Rural
3616560,21,Suburban
3616620,21,Suburban
3616680,21,Suburban
3616710,41,Rural
3616740,13,City
3616800,42,Rural
3616830,21,Suburban
3616950,32,Town
3616960,42,Rural
3616980,42,Rural
3617130,42,Rural
3617160,21,Suburban
3617190,41,Rural
3617220,32,Town
3617380,21,Suburban
3617400,21,Suburban
3617430,42,Rural
3617460,41,Rural
3617520,21,Suburban
3617580,42,Rural
3617640,41,Rural
3617670,31,Town
3617700,21,Suburban
3617730,21,Suburban
3617760,43,Rural
3617820,32,Town
3617880,42,Rural
3617910,21,Suburban
3617940,21,Suburban
3617970,42,Rural
3618030,32,Town
3618080,42,Rural
3618090,43,Rural
3618120,21,Suburban
3618150,22,Suburban
3618180,33,Town
3618210,21,Suburban
3618240,21,Suburban
3618270,21,Suburban
3618330,21,Suburban
3618450,42,Rural
3618480,41,Rural
3618510,43,Rural
3618540,42,Rural
3618570,21,Suburban
3618600,13,City
3618630,21,Suburban
3618660,33,Town
3618690,21,Suburban
3618750,32,Town
3618840,32,Town
3618900,41,Rural
3618960,32,Town
3618990,21,Suburban
3619020,21,Suburban
3619110,21,Suburban
3619170,42,Rural
3619200,21,Suburban
3619230,41,Rural
3619260,42,Rural
3619320,23,Suburban
3619350,42,Rural
3619380,42,Rural
3619410,21,Suburban
3619500,21,Suburban
3619530,42,Rural
3619560,41,Rural
3619650,21,Suburban
3619680,41,Rural
3619710,32,Town
3619740,32,Town
3619800,42,Rural
3619830,42,Rural
3619860,42,Rural
3619890,42,Rural
3619920,42,Rural
3619950,41,Rural
3620010,32,Town
3620040,21,Suburban
3620100,21,Suburban
3620160,21,Suburban
3620170,21,Suburban
3620190,21,Suburban
3620220,42,Rural
3620340,21,Suburban
3620370,22,Suburban
3620400,21,Suburban
3620430,42,Rural
3620460,21,Suburban
3620490,21,Suburban
3620520,21,Suburban
3620580,11,City
3620610,22,Suburban
3620640,41,Rural
3620670,42,Rural
3620700,21,Suburban
3620730,43,Rural
3620760,41,Rural
3620790,42,Rural
3620820,13,City
3620850,41,Rural
3620880,21,Suburban
3620910,21,Suburban
3620940,21,Suburban
3620970,41,Rural
3621000,21,Suburban
3621120,21,Suburban
3621180,41,Rural
3621210,21,Suburban
3621240,21,Suburban
3621250,43,Rural
3621260,43,Rural
3621270,21,Suburban
3621300,42,Rural
3621330,32,Town
3621360,42,Rural
3621450,42,Rural
3621480,21,Suburban
3621510,42,Rural
3621540,41,Rural
3621570,21,Suburban
3621630,41,Rural
3621660,33,Town
3621720,33,Town
3621780,33,Town
3621810,41,Rural
3621840,42,Rural
3621900,21,Suburban
3621930,41,Rural
3621960,22,Suburban
3622020,21,Suburban
3622050,32,Town
3622100,42,Rural
3622140,42,Rural
3622170,31,Town
3622200,42,Rural
3622260,42,Rural
3622290,21,Suburban
3622380,31,Town
3622410,42,Rural
3622440,42,Rural
3622470,21,Suburban
3622500,42,Rural
3622530,41,Rural
3622560,21,Suburban
3622650,21,Suburban
3622680,21,Suburban
3622710,21,Suburban
3622740,32,Town
3622770,41,Rural
3622830,42,Rural
3622890,41,Rural
3622920,21,Suburban
3623010,41,Rural
3623040,42,Rural
3623070,42,Rural
3623130,43,Rural
3623160,21,Suburban
3623190,21,Suburban
3623220,21,Suburban
3623280,32,Town
3623310,21,Suburban
3623340,41,Rural
3623370,42,Rural
3623430,41,Rural
3623460,21,Suburban
3623490,21,Suburban
3623520,41,Rural
3623580,21,Suburban
3623640,41,Rural
3623670,33,Town
3623760,21,Suburban
3623790,42,Rural
3623880,42,Rural
3623970,42,Rural
3624000,21,Suburban
3624030,23,Suburban
3624060,21,Suburban
3624090,43,Rural
3624120,43,Rural
3624150,31,Town
3624210,42,Rural
3624240,31,Town
3624270,41,Rural
3624360,42,Rural
3624420,21,Suburban
3624450,21,Suburban
3624480,31,Town
3624570,42,Rural
3624630,21,Suburban
3624660,42,Rural
3624690,21,Suburban
3624750,12,City
3624780,21,Suburban
3624840,41,Rural
3624900,31,Town
3624930,42,Rural
3624960,42,Rural
3624990,21,Suburban
3625020,43,Rural
3625050,21,Suburban
3625110,43,Rural
3625140,32,Town
3625170,21,Suburban
3625260,21,Suburban
3625290,21,Suburban
3625320,31,Town
3625350,21,Suburban
3625380,21,Suburban
3625410,41,Rural
3625440,32,Town
3625470,42,Rural
3625500,42,Rural
3625650,42,Rural
3625740,33,Town
3625770,23,Suburban
3625800,23,Suburban
3625920,21,Suburban
3625950,21,Suburban
3625980,21,Suburban
3626010,13,City
3626070,21,Suburban
3626100,42,Rural
3626130,43,Rural
3626160,41,Rural
3626190,41,Rural
3626310,21,Suburban
3626370,21,Suburban
3626400,21,Suburban
3626430,32,Town
3626520,21,Suburban
3626580,42,Rural
3626640,41,Rural
3626670,21,Suburban
3626700,42,Rural
3626730,42,Rural
3626760,32,Town
3626840,21,Suburban
3626850,32,Town
3626880,41,Rural
3626940,31,Town
3627000,13,City
3627060,21,Suburban
3627120,32,Town
3627150,21,Suburban
3627180,21,Suburban
3627210,21,Suburban
3627240,23,Suburban
3627300,21,Suburban
